participant_id,choice_id1,choice_id2,winner_id,choice1_text,choice2_text
gpt-5.1,85,98,98,"How does cognitive load affect pairwise comparisons? Is there a threshold in the amount of information being processed beyond which comparison becomes harder than absolute judgement? If so, how can it be approximated?","What role should behavioural phenomena, like systematic violations of transitivity and IIA, play in the analysis of comparative judgment data? Should the goal of data analysis be to reveal the presence of such patterns in CJ data, or to provide conclusions that are robust to the presence of these patterns?"
gpt-5.1,85,99,99,"How does cognitive load affect pairwise comparisons? Is there a threshold in the amount of information being processed beyond which comparison becomes harder than absolute judgement? If so, how can it be approximated?",What falsifiable claims about reality are embodied in the set of CJ scores that a set of objects receives post-Bradley-Terry analysis? How can/should these claims be tested and falsified?
gpt-5.1,85,100,85,"How does cognitive load affect pairwise comparisons? Is there a threshold in the amount of information being processed beyond which comparison becomes harder than absolute judgement? If so, how can it be approximated?","When CJ is used instead of marking (in educational assessment e.g. of essays), what is the equivalent of 'classification accuracy' (for example if you were to impose cut-scores on the CJ theta scale in order to give grades to the essays)?"
gpt-5.1,85,101,101,"How does cognitive load affect pairwise comparisons? Is there a threshold in the amount of information being processed beyond which comparison becomes harder than absolute judgement? If so, how can it be approximated?","What is the 'unit of measurement' in CJ, and to what extent should we expect it to be invariant across CJ studies that make comparisons of the same construct? When simulating judgement data from a CJ study, what principles should we use to set the standard deviation (or other distributional parameters) of theta?"
gpt-5.1,85,102,85,"How does cognitive load affect pairwise comparisons? Is there a threshold in the amount of information being processed beyond which comparison becomes harder than absolute judgement? If so, how can it be approximated?","If a theta value can be interpreted as a probability, and a probability can be interpreted as a degree of subjective (un)certainty, then do the standard errors accompanying theta (post Bradley-Terry analysis) quantify the certainty in our certainty - and how should we interpret this? Are there important practical differences in whether we take a Bayesian or frequentist view of this?"
gpt-5.1,85,103,85,"How does cognitive load affect pairwise comparisons? Is there a threshold in the amount of information being processed beyond which comparison becomes harder than absolute judgement? If so, how can it be approximated?",The logistic distribution used in the Bradley-Terry model is a difference between Gumbel distributions. Do Gumbel distributions have any psychological justification or empirical support in educational assessment?
gpt-5.1,85,104,104,"How does cognitive load affect pairwise comparisons? Is there a threshold in the amount of information being processed beyond which comparison becomes harder than absolute judgement? If so, how can it be approximated?","Most CJ exercises sample a subset of the n(n-1)/2 possible paired comparisons among n objects such that each object is involved in the same or a similar number of comparisons (e.g. c=20). The resulting data is then analysed with a Bradley-Terry model. If instead we compared (n-20) of the objects with the SAME 20 objects we would create a data set where we could simply add up the number of wins and rank the objects on their score out of 20, without involving the Bradley Terry model at all. What are the theoretical and practical differences between these situations and which is preferable? Do the long scales with lots of decimal places created by a typical CJ analysis disguise the fact that you don't really have more information than you'd get from a 20-item test? How does Cronbach's Alpha from the 'fixed set' CJ design compare with the Scale Separation Reliability usually reported from the Bradley-Terry analysis, both in theory and in practice?"
gpt-5.1,85,105,85,"How does cognitive load affect pairwise comparisons? Is there a threshold in the amount of information being processed beyond which comparison becomes harder than absolute judgement? If so, how can it be approximated?",What is the best way to measure and communicate inter-rater reliability in CJ? How do the indices relate to traditional measures of inter-rater reliability?
gpt-5.1,85,106,85,"How does cognitive load affect pairwise comparisons? Is there a threshold in the amount of information being processed beyond which comparison becomes harder than absolute judgement? If so, how can it be approximated?",Can some of Thurstone's Law (case V) assumptions be empirically tested?
gpt-5.1,85,107,107,"How does cognitive load affect pairwise comparisons? Is there a threshold in the amount of information being processed beyond which comparison becomes harder than absolute judgement? If so, how can it be approximated?",Does Thurstone's Law (or the Bradley-Terry model) need extending to apply to complex assessment artefacts?
gpt-5.1,85,108,108,"How does cognitive load affect pairwise comparisons? Is there a threshold in the amount of information being processed beyond which comparison becomes harder than absolute judgement? If so, how can it be approximated?","How should we evaluate the accuracy/quality of individual paired comparisons, given that the Bradley-Terry model 'expects' unlikely outcomes? Can accuracy be distinguished from quality in this context? How best to establish the link between speed of judgement and accuracy/quality?"
gpt-5.1,85,109,85,"How does cognitive load affect pairwise comparisons? Is there a threshold in the amount of information being processed beyond which comparison becomes harder than absolute judgement? If so, how can it be approximated?",To what extent can CJ reliably measure consensus among mathematicians when evaluating complex mathematical proofs?
gpt-5.1,85,110,85,"How does cognitive load affect pairwise comparisons? Is there a threshold in the amount of information being processed beyond which comparison becomes harder than absolute judgement? If so, how can it be approximated?",To what extent can we still draw meaningful insight from collected pairwise judgements when inter-rater reliability is low?
gpt-5.1,85,111,85,"How does cognitive load affect pairwise comparisons? Is there a threshold in the amount of information being processed beyond which comparison becomes harder than absolute judgement? If so, how can it be approximated?","How do different statistical models impact research outcomes? e.g., when an independent samples t-test is conducted on a set of CJ parameter estimates, how much does the test statistic vary across different models."
gpt-5.1,85,112,112,"How does cognitive load affect pairwise comparisons? Is there a threshold in the amount of information being processed beyond which comparison becomes harder than absolute judgement? If so, how can it be approximated?","How do we account for qualitative differences (wildly different objects, judges and criteria across studies and disciplines) in statistical models?"
gpt-5.1,85,113,85,"How does cognitive load affect pairwise comparisons? Is there a threshold in the amount of information being processed beyond which comparison becomes harder than absolute judgement? If so, how can it be approximated?",Can interpretable models meaningfully explain variation in image-based CJ decisions to human judges?
gpt-5.1,85,114,85,"How does cognitive load affect pairwise comparisons? Is there a threshold in the amount of information being processed beyond which comparison becomes harder than absolute judgement? If so, how can it be approximated?",How reliably can clinicians use comparative judgement to rank brain MRI images according to severity of abnormality?
gpt-5.1,86,87,87,"Are there any cultural constraints on the adoption of CJ as an educational assessment tool beyond the Anglo-Saxon context? What are they, and how could they be overcome?",What are the limits in terms of item length/complexity that assessors can cope with (perhaps based on cognitive load/working memory)? Are these the same for written vs. audio/video representations? How does it impact CJ scores and reliability?
gpt-5.1,86,88,88,"Are there any cultural constraints on the adoption of CJ as an educational assessment tool beyond the Anglo-Saxon context? What are they, and how could they be overcome?",What's the best way of generalising from data on judgements made by a sample of judges to judgements made by a population of judges?
gpt-5.1,86,89,89,"Are there any cultural constraints on the adoption of CJ as an educational assessment tool beyond the Anglo-Saxon context? What are they, and how could they be overcome?",In what ways can we quantify departures from Plackett-Luce likelihood functions?
gpt-5.1,86,90,86,"Are there any cultural constraints on the adoption of CJ as an educational assessment tool beyond the Anglo-Saxon context? What are they, and how could they be overcome?",Can reified entities be used to quantify preferences in the red bus-blue bus problem?
gpt-5.1,86,91,91,"Are there any cultural constraints on the adoption of CJ as an educational assessment tool beyond the Anglo-Saxon context? What are they, and how could they be overcome?",How may we reduce the dimensionality of the parameter space for large Bradley-Terry models?
gpt-5.1,86,92,92,"Are there any cultural constraints on the adoption of CJ as an educational assessment tool beyond the Anglo-Saxon context? What are they, and how could they be overcome?",How can we characterise Bradley-Terry models that have multi-modal likelihood functions?
gpt-5.1,86,93,93,"Are there any cultural constraints on the adoption of CJ as an educational assessment tool beyond the Anglo-Saxon context? What are they, and how could they be overcome?","Can we ever know that people are making judgements on the logit scale, and if not, how can we ensure that we are specifying the correct scale?"
gpt-5.1,86,94,94,"Are there any cultural constraints on the adoption of CJ as an educational assessment tool beyond the Anglo-Saxon context? What are they, and how could they be overcome?","How can we assess and improve the external validity of comparative judgment tasks, i.e., the degree to which the CJ task elicits the preferences/beliefs that drive judges' behaviour/choices in other contexts?"
gpt-5.1,86,95,95,"Are there any cultural constraints on the adoption of CJ as an educational assessment tool beyond the Anglo-Saxon context? What are they, and how could they be overcome?",What experimental design principles can produce a set of comparisons that is both informative (of the representations' scores) and representative (of the space of possibly paired representations)?
gpt-5.1,86,96,96,"Are there any cultural constraints on the adoption of CJ as an educational assessment tool beyond the Anglo-Saxon context? What are they, and how could they be overcome?","In what ways are statistical models of comparative judgment data, like the Bradley-Terry model, misspecified - i.e., do they fail to capture structure in CJ outcomes - and how does this affect the validity of the inferences drawn from these models?"
gpt-5.1,86,97,97,"Are there any cultural constraints on the adoption of CJ as an educational assessment tool beyond the Anglo-Saxon context? What are they, and how could they be overcome?",What role should cognitive models play in the analysis of comparative judgment data?
gpt-5.1,86,98,98,"Are there any cultural constraints on the adoption of CJ as an educational assessment tool beyond the Anglo-Saxon context? What are they, and how could they be overcome?","What role should behavioural phenomena, like systematic violations of transitivity and IIA, play in the analysis of comparative judgment data? Should the goal of data analysis be to reveal the presence of such patterns in CJ data, or to provide conclusions that are robust to the presence of these patterns?"
gpt-5.1,86,99,99,"Are there any cultural constraints on the adoption of CJ as an educational assessment tool beyond the Anglo-Saxon context? What are they, and how could they be overcome?",What falsifiable claims about reality are embodied in the set of CJ scores that a set of objects receives post-Bradley-Terry analysis? How can/should these claims be tested and falsified?
gpt-5.1,86,100,100,"Are there any cultural constraints on the adoption of CJ as an educational assessment tool beyond the Anglo-Saxon context? What are they, and how could they be overcome?","When CJ is used instead of marking (in educational assessment e.g. of essays), what is the equivalent of 'classification accuracy' (for example if you were to impose cut-scores on the CJ theta scale in order to give grades to the essays)?"
gpt-5.1,86,101,101,"Are there any cultural constraints on the adoption of CJ as an educational assessment tool beyond the Anglo-Saxon context? What are they, and how could they be overcome?","What is the 'unit of measurement' in CJ, and to what extent should we expect it to be invariant across CJ studies that make comparisons of the same construct? When simulating judgement data from a CJ study, what principles should we use to set the standard deviation (or other distributional parameters) of theta?"
gpt-5.1,86,102,102,"Are there any cultural constraints on the adoption of CJ as an educational assessment tool beyond the Anglo-Saxon context? What are they, and how could they be overcome?","If a theta value can be interpreted as a probability, and a probability can be interpreted as a degree of subjective (un)certainty, then do the standard errors accompanying theta (post Bradley-Terry analysis) quantify the certainty in our certainty - and how should we interpret this? Are there important practical differences in whether we take a Bayesian or frequentist view of this?"
gpt-5.1,86,103,103,"Are there any cultural constraints on the adoption of CJ as an educational assessment tool beyond the Anglo-Saxon context? What are they, and how could they be overcome?",The logistic distribution used in the Bradley-Terry model is a difference between Gumbel distributions. Do Gumbel distributions have any psychological justification or empirical support in educational assessment?
gpt-5.1,86,104,104,"Are there any cultural constraints on the adoption of CJ as an educational assessment tool beyond the Anglo-Saxon context? What are they, and how could they be overcome?","Most CJ exercises sample a subset of the n(n-1)/2 possible paired comparisons among n objects such that each object is involved in the same or a similar number of comparisons (e.g. c=20). The resulting data is then analysed with a Bradley-Terry model. If instead we compared (n-20) of the objects with the SAME 20 objects we would create a data set where we could simply add up the number of wins and rank the objects on their score out of 20, without involving the Bradley Terry model at all. What are the theoretical and practical differences between these situations and which is preferable? Do the long scales with lots of decimal places created by a typical CJ analysis disguise the fact that you don't really have more information than you'd get from a 20-item test? How does Cronbach's Alpha from the 'fixed set' CJ design compare with the Scale Separation Reliability usually reported from the Bradley-Terry analysis, both in theory and in practice?"
gpt-5.1,86,105,105,"Are there any cultural constraints on the adoption of CJ as an educational assessment tool beyond the Anglo-Saxon context? What are they, and how could they be overcome?",What is the best way to measure and communicate inter-rater reliability in CJ? How do the indices relate to traditional measures of inter-rater reliability?
gpt-5.1,86,106,86,"Are there any cultural constraints on the adoption of CJ as an educational assessment tool beyond the Anglo-Saxon context? What are they, and how could they be overcome?",Can some of Thurstone's Law (case V) assumptions be empirically tested?
gpt-5.1,86,107,107,"Are there any cultural constraints on the adoption of CJ as an educational assessment tool beyond the Anglo-Saxon context? What are they, and how could they be overcome?",Does Thurstone's Law (or the Bradley-Terry model) need extending to apply to complex assessment artefacts?
gpt-5.1,86,108,108,"Are there any cultural constraints on the adoption of CJ as an educational assessment tool beyond the Anglo-Saxon context? What are they, and how could they be overcome?","How should we evaluate the accuracy/quality of individual paired comparisons, given that the Bradley-Terry model 'expects' unlikely outcomes? Can accuracy be distinguished from quality in this context? How best to establish the link between speed of judgement and accuracy/quality?"
gpt-5.1,86,109,109,"Are there any cultural constraints on the adoption of CJ as an educational assessment tool beyond the Anglo-Saxon context? What are they, and how could they be overcome?",To what extent can CJ reliably measure consensus among mathematicians when evaluating complex mathematical proofs?
gpt-5.1,86,110,110,"Are there any cultural constraints on the adoption of CJ as an educational assessment tool beyond the Anglo-Saxon context? What are they, and how could they be overcome?",To what extent can we still draw meaningful insight from collected pairwise judgements when inter-rater reliability is low?
gpt-5.1,86,111,86,"Are there any cultural constraints on the adoption of CJ as an educational assessment tool beyond the Anglo-Saxon context? What are they, and how could they be overcome?","How do different statistical models impact research outcomes? e.g., when an independent samples t-test is conducted on a set of CJ parameter estimates, how much does the test statistic vary across different models."
gpt-5.1,86,112,112,"Are there any cultural constraints on the adoption of CJ as an educational assessment tool beyond the Anglo-Saxon context? What are they, and how could they be overcome?","How do we account for qualitative differences (wildly different objects, judges and criteria across studies and disciplines) in statistical models?"
gpt-5.1,86,113,113,"Are there any cultural constraints on the adoption of CJ as an educational assessment tool beyond the Anglo-Saxon context? What are they, and how could they be overcome?",Can interpretable models meaningfully explain variation in image-based CJ decisions to human judges?
gpt-5.1,86,114,86,"Are there any cultural constraints on the adoption of CJ as an educational assessment tool beyond the Anglo-Saxon context? What are they, and how could they be overcome?",How reliably can clinicians use comparative judgement to rank brain MRI images according to severity of abnormality?
gpt-5.1,87,88,88,What are the limits in terms of item length/complexity that assessors can cope with (perhaps based on cognitive load/working memory)? Are these the same for written vs. audio/video representations? How does it impact CJ scores and reliability?,What's the best way of generalising from data on judgements made by a sample of judges to judgements made by a population of judges?
gpt-5.1,87,89,87,What are the limits in terms of item length/complexity that assessors can cope with (perhaps based on cognitive load/working memory)? Are these the same for written vs. audio/video representations? How does it impact CJ scores and reliability?,In what ways can we quantify departures from Plackett-Luce likelihood functions?
gpt-5.1,87,90,87,What are the limits in terms of item length/complexity that assessors can cope with (perhaps based on cognitive load/working memory)? Are these the same for written vs. audio/video representations? How does it impact CJ scores and reliability?,Can reified entities be used to quantify preferences in the red bus-blue bus problem?
gpt-5.1,87,91,87,What are the limits in terms of item length/complexity that assessors can cope with (perhaps based on cognitive load/working memory)? Are these the same for written vs. audio/video representations? How does it impact CJ scores and reliability?,How may we reduce the dimensionality of the parameter space for large Bradley-Terry models?
gpt-5.1,87,92,87,What are the limits in terms of item length/complexity that assessors can cope with (perhaps based on cognitive load/working memory)? Are these the same for written vs. audio/video representations? How does it impact CJ scores and reliability?,How can we characterise Bradley-Terry models that have multi-modal likelihood functions?
gpt-5.1,87,93,93,What are the limits in terms of item length/complexity that assessors can cope with (perhaps based on cognitive load/working memory)? Are these the same for written vs. audio/video representations? How does it impact CJ scores and reliability?,"Can we ever know that people are making judgements on the logit scale, and if not, how can we ensure that we are specifying the correct scale?"
gpt-5.1,87,94,94,What are the limits in terms of item length/complexity that assessors can cope with (perhaps based on cognitive load/working memory)? Are these the same for written vs. audio/video representations? How does it impact CJ scores and reliability?,"How can we assess and improve the external validity of comparative judgment tasks, i.e., the degree to which the CJ task elicits the preferences/beliefs that drive judges' behaviour/choices in other contexts?"
gpt-5.1,87,95,95,What are the limits in terms of item length/complexity that assessors can cope with (perhaps based on cognitive load/working memory)? Are these the same for written vs. audio/video representations? How does it impact CJ scores and reliability?,What experimental design principles can produce a set of comparisons that is both informative (of the representations' scores) and representative (of the space of possibly paired representations)?
gpt-5.1,87,96,96,What are the limits in terms of item length/complexity that assessors can cope with (perhaps based on cognitive load/working memory)? Are these the same for written vs. audio/video representations? How does it impact CJ scores and reliability?,"In what ways are statistical models of comparative judgment data, like the Bradley-Terry model, misspecified - i.e., do they fail to capture structure in CJ outcomes - and how does this affect the validity of the inferences drawn from these models?"
gpt-5.1,87,97,97,What are the limits in terms of item length/complexity that assessors can cope with (perhaps based on cognitive load/working memory)? Are these the same for written vs. audio/video representations? How does it impact CJ scores and reliability?,What role should cognitive models play in the analysis of comparative judgment data?
gpt-5.1,87,98,98,What are the limits in terms of item length/complexity that assessors can cope with (perhaps based on cognitive load/working memory)? Are these the same for written vs. audio/video representations? How does it impact CJ scores and reliability?,"What role should behavioural phenomena, like systematic violations of transitivity and IIA, play in the analysis of comparative judgment data? Should the goal of data analysis be to reveal the presence of such patterns in CJ data, or to provide conclusions that are robust to the presence of these patterns?"
gpt-5.1,87,99,99,What are the limits in terms of item length/complexity that assessors can cope with (perhaps based on cognitive load/working memory)? Are these the same for written vs. audio/video representations? How does it impact CJ scores and reliability?,What falsifiable claims about reality are embodied in the set of CJ scores that a set of objects receives post-Bradley-Terry analysis? How can/should these claims be tested and falsified?
gpt-5.1,87,100,87,What are the limits in terms of item length/complexity that assessors can cope with (perhaps based on cognitive load/working memory)? Are these the same for written vs. audio/video representations? How does it impact CJ scores and reliability?,"When CJ is used instead of marking (in educational assessment e.g. of essays), what is the equivalent of 'classification accuracy' (for example if you were to impose cut-scores on the CJ theta scale in order to give grades to the essays)?"
gpt-5.1,87,101,101,What are the limits in terms of item length/complexity that assessors can cope with (perhaps based on cognitive load/working memory)? Are these the same for written vs. audio/video representations? How does it impact CJ scores and reliability?,"What is the 'unit of measurement' in CJ, and to what extent should we expect it to be invariant across CJ studies that make comparisons of the same construct? When simulating judgement data from a CJ study, what principles should we use to set the standard deviation (or other distributional parameters) of theta?"
gpt-5.1,87,102,87,What are the limits in terms of item length/complexity that assessors can cope with (perhaps based on cognitive load/working memory)? Are these the same for written vs. audio/video representations? How does it impact CJ scores and reliability?,"If a theta value can be interpreted as a probability, and a probability can be interpreted as a degree of subjective (un)certainty, then do the standard errors accompanying theta (post Bradley-Terry analysis) quantify the certainty in our certainty - and how should we interpret this? Are there important practical differences in whether we take a Bayesian or frequentist view of this?"
gpt-5.1,87,103,87,What are the limits in terms of item length/complexity that assessors can cope with (perhaps based on cognitive load/working memory)? Are these the same for written vs. audio/video representations? How does it impact CJ scores and reliability?,The logistic distribution used in the Bradley-Terry model is a difference between Gumbel distributions. Do Gumbel distributions have any psychological justification or empirical support in educational assessment?
gpt-5.1,87,104,104,What are the limits in terms of item length/complexity that assessors can cope with (perhaps based on cognitive load/working memory)? Are these the same for written vs. audio/video representations? How does it impact CJ scores and reliability?,"Most CJ exercises sample a subset of the n(n-1)/2 possible paired comparisons among n objects such that each object is involved in the same or a similar number of comparisons (e.g. c=20). The resulting data is then analysed with a Bradley-Terry model. If instead we compared (n-20) of the objects with the SAME 20 objects we would create a data set where we could simply add up the number of wins and rank the objects on their score out of 20, without involving the Bradley Terry model at all. What are the theoretical and practical differences between these situations and which is preferable? Do the long scales with lots of decimal places created by a typical CJ analysis disguise the fact that you don't really have more information than you'd get from a 20-item test? How does Cronbach's Alpha from the 'fixed set' CJ design compare with the Scale Separation Reliability usually reported from the Bradley-Terry analysis, both in theory and in practice?"
gpt-5.1,87,105,87,What are the limits in terms of item length/complexity that assessors can cope with (perhaps based on cognitive load/working memory)? Are these the same for written vs. audio/video representations? How does it impact CJ scores and reliability?,What is the best way to measure and communicate inter-rater reliability in CJ? How do the indices relate to traditional measures of inter-rater reliability?
gpt-5.1,87,106,87,What are the limits in terms of item length/complexity that assessors can cope with (perhaps based on cognitive load/working memory)? Are these the same for written vs. audio/video representations? How does it impact CJ scores and reliability?,Can some of Thurstone's Law (case V) assumptions be empirically tested?
gpt-5.1,87,107,107,What are the limits in terms of item length/complexity that assessors can cope with (perhaps based on cognitive load/working memory)? Are these the same for written vs. audio/video representations? How does it impact CJ scores and reliability?,Does Thurstone's Law (or the Bradley-Terry model) need extending to apply to complex assessment artefacts?
gpt-5.1,87,108,108,What are the limits in terms of item length/complexity that assessors can cope with (perhaps based on cognitive load/working memory)? Are these the same for written vs. audio/video representations? How does it impact CJ scores and reliability?,"How should we evaluate the accuracy/quality of individual paired comparisons, given that the Bradley-Terry model 'expects' unlikely outcomes? Can accuracy be distinguished from quality in this context? How best to establish the link between speed of judgement and accuracy/quality?"
gpt-5.1,87,109,87,What are the limits in terms of item length/complexity that assessors can cope with (perhaps based on cognitive load/working memory)? Are these the same for written vs. audio/video representations? How does it impact CJ scores and reliability?,To what extent can CJ reliably measure consensus among mathematicians when evaluating complex mathematical proofs?
gpt-5.1,87,110,87,What are the limits in terms of item length/complexity that assessors can cope with (perhaps based on cognitive load/working memory)? Are these the same for written vs. audio/video representations? How does it impact CJ scores and reliability?,To what extent can we still draw meaningful insight from collected pairwise judgements when inter-rater reliability is low?
gpt-5.1,87,111,87,What are the limits in terms of item length/complexity that assessors can cope with (perhaps based on cognitive load/working memory)? Are these the same for written vs. audio/video representations? How does it impact CJ scores and reliability?,"How do different statistical models impact research outcomes? e.g., when an independent samples t-test is conducted on a set of CJ parameter estimates, how much does the test statistic vary across different models."
gpt-5.1,87,112,112,What are the limits in terms of item length/complexity that assessors can cope with (perhaps based on cognitive load/working memory)? Are these the same for written vs. audio/video representations? How does it impact CJ scores and reliability?,"How do we account for qualitative differences (wildly different objects, judges and criteria across studies and disciplines) in statistical models?"
gpt-5.1,87,113,87,What are the limits in terms of item length/complexity that assessors can cope with (perhaps based on cognitive load/working memory)? Are these the same for written vs. audio/video representations? How does it impact CJ scores and reliability?,Can interpretable models meaningfully explain variation in image-based CJ decisions to human judges?
gpt-5.1,87,114,87,What are the limits in terms of item length/complexity that assessors can cope with (perhaps based on cognitive load/working memory)? Are these the same for written vs. audio/video representations? How does it impact CJ scores and reliability?,How reliably can clinicians use comparative judgement to rank brain MRI images according to severity of abnormality?
gpt-5.1,88,89,88,What's the best way of generalising from data on judgements made by a sample of judges to judgements made by a population of judges?,In what ways can we quantify departures from Plackett-Luce likelihood functions?
gpt-5.1,88,90,88,What's the best way of generalising from data on judgements made by a sample of judges to judgements made by a population of judges?,Can reified entities be used to quantify preferences in the red bus-blue bus problem?
gpt-5.1,88,91,88,What's the best way of generalising from data on judgements made by a sample of judges to judgements made by a population of judges?,How may we reduce the dimensionality of the parameter space for large Bradley-Terry models?
gpt-5.1,88,92,88,What's the best way of generalising from data on judgements made by a sample of judges to judgements made by a population of judges?,How can we characterise Bradley-Terry models that have multi-modal likelihood functions?
gpt-5.1,88,93,88,What's the best way of generalising from data on judgements made by a sample of judges to judgements made by a population of judges?,"Can we ever know that people are making judgements on the logit scale, and if not, how can we ensure that we are specifying the correct scale?"
gpt-5.1,88,94,94,What's the best way of generalising from data on judgements made by a sample of judges to judgements made by a population of judges?,"How can we assess and improve the external validity of comparative judgment tasks, i.e., the degree to which the CJ task elicits the preferences/beliefs that drive judges' behaviour/choices in other contexts?"
gpt-5.1,88,95,95,What's the best way of generalising from data on judgements made by a sample of judges to judgements made by a population of judges?,What experimental design principles can produce a set of comparisons that is both informative (of the representations' scores) and representative (of the space of possibly paired representations)?
gpt-5.1,88,96,96,What's the best way of generalising from data on judgements made by a sample of judges to judgements made by a population of judges?,"In what ways are statistical models of comparative judgment data, like the Bradley-Terry model, misspecified - i.e., do they fail to capture structure in CJ outcomes - and how does this affect the validity of the inferences drawn from these models?"
gpt-5.1,88,97,88,What's the best way of generalising from data on judgements made by a sample of judges to judgements made by a population of judges?,What role should cognitive models play in the analysis of comparative judgment data?
gpt-5.1,88,98,98,What's the best way of generalising from data on judgements made by a sample of judges to judgements made by a population of judges?,"What role should behavioural phenomena, like systematic violations of transitivity and IIA, play in the analysis of comparative judgment data? Should the goal of data analysis be to reveal the presence of such patterns in CJ data, or to provide conclusions that are robust to the presence of these patterns?"
gpt-5.1,88,99,99,What's the best way of generalising from data on judgements made by a sample of judges to judgements made by a population of judges?,What falsifiable claims about reality are embodied in the set of CJ scores that a set of objects receives post-Bradley-Terry analysis? How can/should these claims be tested and falsified?
gpt-5.1,88,100,88,What's the best way of generalising from data on judgements made by a sample of judges to judgements made by a population of judges?,"When CJ is used instead of marking (in educational assessment e.g. of essays), what is the equivalent of 'classification accuracy' (for example if you were to impose cut-scores on the CJ theta scale in order to give grades to the essays)?"
gpt-5.1,88,101,101,What's the best way of generalising from data on judgements made by a sample of judges to judgements made by a population of judges?,"What is the 'unit of measurement' in CJ, and to what extent should we expect it to be invariant across CJ studies that make comparisons of the same construct? When simulating judgement data from a CJ study, what principles should we use to set the standard deviation (or other distributional parameters) of theta?"
gpt-5.1,88,102,88,What's the best way of generalising from data on judgements made by a sample of judges to judgements made by a population of judges?,"If a theta value can be interpreted as a probability, and a probability can be interpreted as a degree of subjective (un)certainty, then do the standard errors accompanying theta (post Bradley-Terry analysis) quantify the certainty in our certainty - and how should we interpret this? Are there important practical differences in whether we take a Bayesian or frequentist view of this?"
gpt-5.1,88,103,88,What's the best way of generalising from data on judgements made by a sample of judges to judgements made by a population of judges?,The logistic distribution used in the Bradley-Terry model is a difference between Gumbel distributions. Do Gumbel distributions have any psychological justification or empirical support in educational assessment?
gpt-5.1,88,104,104,What's the best way of generalising from data on judgements made by a sample of judges to judgements made by a population of judges?,"Most CJ exercises sample a subset of the n(n-1)/2 possible paired comparisons among n objects such that each object is involved in the same or a similar number of comparisons (e.g. c=20). The resulting data is then analysed with a Bradley-Terry model. If instead we compared (n-20) of the objects with the SAME 20 objects we would create a data set where we could simply add up the number of wins and rank the objects on their score out of 20, without involving the Bradley Terry model at all. What are the theoretical and practical differences between these situations and which is preferable? Do the long scales with lots of decimal places created by a typical CJ analysis disguise the fact that you don't really have more information than you'd get from a 20-item test? How does Cronbach's Alpha from the 'fixed set' CJ design compare with the Scale Separation Reliability usually reported from the Bradley-Terry analysis, both in theory and in practice?"
gpt-5.1,88,105,88,What's the best way of generalising from data on judgements made by a sample of judges to judgements made by a population of judges?,What is the best way to measure and communicate inter-rater reliability in CJ? How do the indices relate to traditional measures of inter-rater reliability?
gpt-5.1,88,106,88,What's the best way of generalising from data on judgements made by a sample of judges to judgements made by a population of judges?,Can some of Thurstone's Law (case V) assumptions be empirically tested?
gpt-5.1,88,107,88,What's the best way of generalising from data on judgements made by a sample of judges to judgements made by a population of judges?,Does Thurstone's Law (or the Bradley-Terry model) need extending to apply to complex assessment artefacts?
gpt-5.1,88,108,108,What's the best way of generalising from data on judgements made by a sample of judges to judgements made by a population of judges?,"How should we evaluate the accuracy/quality of individual paired comparisons, given that the Bradley-Terry model 'expects' unlikely outcomes? Can accuracy be distinguished from quality in this context? How best to establish the link between speed of judgement and accuracy/quality?"
gpt-5.1,88,109,88,What's the best way of generalising from data on judgements made by a sample of judges to judgements made by a population of judges?,To what extent can CJ reliably measure consensus among mathematicians when evaluating complex mathematical proofs?
gpt-5.1,88,110,88,What's the best way of generalising from data on judgements made by a sample of judges to judgements made by a population of judges?,To what extent can we still draw meaningful insight from collected pairwise judgements when inter-rater reliability is low?
gpt-5.1,88,111,88,What's the best way of generalising from data on judgements made by a sample of judges to judgements made by a population of judges?,"How do different statistical models impact research outcomes? e.g., when an independent samples t-test is conducted on a set of CJ parameter estimates, how much does the test statistic vary across different models."
gpt-5.1,88,112,88,What's the best way of generalising from data on judgements made by a sample of judges to judgements made by a population of judges?,"How do we account for qualitative differences (wildly different objects, judges and criteria across studies and disciplines) in statistical models?"
gpt-5.1,88,113,88,What's the best way of generalising from data on judgements made by a sample of judges to judgements made by a population of judges?,Can interpretable models meaningfully explain variation in image-based CJ decisions to human judges?
gpt-5.1,88,114,88,What's the best way of generalising from data on judgements made by a sample of judges to judgements made by a population of judges?,How reliably can clinicians use comparative judgement to rank brain MRI images according to severity of abnormality?
gpt-5.1,89,90,89,In what ways can we quantify departures from Plackett-Luce likelihood functions?,Can reified entities be used to quantify preferences in the red bus-blue bus problem?
gpt-5.1,89,91,89,In what ways can we quantify departures from Plackett-Luce likelihood functions?,How may we reduce the dimensionality of the parameter space for large Bradley-Terry models?
gpt-5.1,89,92,89,In what ways can we quantify departures from Plackett-Luce likelihood functions?,How can we characterise Bradley-Terry models that have multi-modal likelihood functions?
gpt-5.1,89,93,93,In what ways can we quantify departures from Plackett-Luce likelihood functions?,"Can we ever know that people are making judgements on the logit scale, and if not, how can we ensure that we are specifying the correct scale?"
gpt-5.1,89,94,94,In what ways can we quantify departures from Plackett-Luce likelihood functions?,"How can we assess and improve the external validity of comparative judgment tasks, i.e., the degree to which the CJ task elicits the preferences/beliefs that drive judges' behaviour/choices in other contexts?"
